GUID,GEOGID,GEOGDESC,Reference Geography,LA_GUID,LOCAL_AUTHORITY,LA_CODE,COUNTY,CONTAE,PROVINCE,NUTS3,NUTS3_NAME,NUTS2,NUTS2_NAME,NUTS1,NUTS1_NAME,Total - Females (Normalisation),Total - Males (Normalisation),Total Population (Normalisation),Occupied (Normalisation),Temporarily absent (Normalisation),Unoccupied holiday homes (Normalisation),Other vacant dwellings (Normalisation),Total dwellings (Normalisation),AREA,Area unit of measure,Shape__Area,Shape__Length,GUID,Age 0 - Males,Age 1 - Males,Age 2 - Males,Age 3 - Males,Age 4 - Males,Age 5 - Males,Age 6 - Males,Age 7 - Males,Age 8 - Males,Age 9 - Males,Age 10 - Males,Age 11 - Males,Age 12 - Males,Age 13 - Males,Age 14 - Males,Age 15 - Males,Age 16 - Males,Age 17 - Males,Age 18 - Males,Age 19 - Males,Age 20 - 24 - Males,Age 25 - 29 - Males,Age 30 - 34 - Males,Age 35 - 39 - Males,Age 40 - 44 - Males,Age 45 - 49 - Males,Age 50 - 54 - Males,Age 55 - 59 - Males,Age 60 - 64 - Males,Age 65 - 69 - Males,Age 70 - 74 - Males,Age 75 - 79 - Males,Age 80 - 84 - Males,Age 85 and over - Males,Total - Males,Age 0 - Females,Age 1 - Females,Age 2 - Females,Age 3 - Females,Age 4 - Females,Age 5 - Females,Age 6 - Females,Age 7 - Females,Age 8 - Females,Age 9 - Females,Age 10 - Females,Age 11 - Females,Age 12 - Females,Age 13 - Females,Age 14 - Females,Age 15 - Females,Age 16 - Females,Age 17 - Females,Age 18 - Females,Age 19 - Females,Age 20 - 24 - Females,Age 25 - 29 - Females,Age 30 - 34 - Females,Age 35 - 39 - Females,Age 40 - 44 - Females,Age 45 - 49 - Females,Age 50 - 54 - Females,Age 55 - 59 - Females,Age 60 - 64 - Females,Age 65 - 69 - Females,Age 70 - 74 - Females,Age 75 - 79 - Females,Age 80 - 84 - Females,Age 85 and over - Females,Total - Females,Age 0 - Total,Age 1 - Total,Age 2 - Total,Age 3 - Total,Age 4 - Total,Age 5 - Total,Age 6 - Total,Age 7 - Total,Age 8 - Total,Age 9 - Total,Age 10 - Total,Age 11 - Total,Age 12 - Total,Age 13 - Total,Age 14 - Total,Age 15 - Total,Age 16 - Total,Age 17 - Total,Age 18 - Total,Age 19 - Total,Age 20 - 24 - Total,Age 25 - 29 - Total,Age 30 - 34 - Total,Age 35 - 39 - Total,Age 40 - 44 - Total,Age 45 - 49 - Total,Age 50 - 54 - Total,Age 55 - 59 - Total,Age 60 - 64 - Total,Age 65 - 69 - Total,Age 70 - 74 - Total,Age 75 - 79 - Total,Age 80 - 84 - Total,Age 85 and over - Total,Total,ObjectId
2ae19629-1494-13a3-e055-000000000001,MH,MH,ADMINISTRATIVE_COUNTIES_2019,2ae19629-1494-13a3-e055-000000000001,MEATH COUNTY COUNCIL,MH,MEATH,An Mhí,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,110838,109988,220826,72721,1291,331,4416,78759,2342,Sq KM,2341986049.05203,386726.785268166,2ae19629-1494-13a3-e055-000000000001,1406,1403,1463,1539,1578,1601,1588,1774,1881,1805,1956,1978,1964,1897,1841,1771,1705,1613,1593,1507,6525,5185,6206,7988,9061,8710,7792,6537,5176,4338,3590,2576,1459,982,109988,1368,1235,1388,1389,1448,1520,1628,1665,1712,1832,1800,1920,1912,1888,1853,1729,1570,1582,1496,1385,5754,5166,6972,8816,9757,8848,7629,6274,5188,4394,3728,2772,1661,1559,110838,2774,2638,2851,2928,3026,3121,3216,3439,3593,3637,3756,3898,3876,3785,3694,3500,3275,3195,3089,2892,12279,10351,13178,16804,18818,17558,15421,12811,10364,8732,7318,5348,3120,2541,220826,21
2ae19629-1492-13a3-e055-000000000001,CW,CW,ADMINISTRATIVE_COUNTIES_2019,2ae19629-1492-13a3-e055-000000000001,CARLOW COUNTY COUNCIL,CW,CARLOW,Ceatharlach,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,31146,30822,61968,22282,267,284,1724,24557,896,Sq KM,896246590.935059,220331.258392403,2ae19629-1492-13a3-e055-000000000001,346,347,355,376,376,384,383,434,415,447,475,514,441,484,486,432,431,463,437,446,2000,1666,1804,2153,2444,2227,2065,1883,1636,1443,1242,916,530,341,30822,353,302,334,378,369,365,367,455,404,435,446,450,467,459,465,411,442,414,466,381,1781,1626,1910,2377,2463,2325,2060,1923,1686,1468,1239,923,655,547,31146,699,649,689,754,745,749,750,889,819,882,921,964,908,943,951,843,873,877,903,827,3781,3292,3714,4530,4907,4552,4125,3806,3322,2911,2481,1839,1185,888,61968,22
2ae19629-1495-13a3-e055-000000000001,MN,MN,ADMINISTRATIVE_COUNTIES_2019,2ae19629-1495-13a3-e055-000000000001,MONAGHAN COUNTY COUNCIL,MN,MONAGHAN,Muineachán,Ulster,IE041,Border,IE04,Northern and Western,IE0,Ireland,32394,32894,65288,22944,373,229,2793,26339,1294,Sq KM,1294142738.63217,293371.371475452,2ae19629-1495-13a3-e055-000000000001,445,435,434,488,449,434,482,510,515,533,544,505,532,518,562,474,462,496,404,412,1788,1631,1800,2265,2454,2361,2166,1923,1829,1664,1380,1034,538,427,32894,423,386,436,412,424,448,513,458,476,457,490,502,525,532,462,487,449,480,395,322,1526,1483,1923,2402,2512,2288,2036,1968,1825,1561,1389,1017,681,706,32394,868,821,870,900,873,882,995,968,991,990,1034,1007,1057,1050,1024,961,911,976,799,734,3314,3114,3723,4667,4966,4649,4202,3891,3654,3225,2769,2051,1219,1133,65288,23
2ae19629-14a1-13a3-e055-000000000001,SD,SD,ADMINISTRATIVE_COUNTIES_2019,2ae19629-14a1-13a3-e055-000000000001,SOUTH DUBLIN COUNTY COUNCIL,SD,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,153829,147246,301075,100460,1634,81,3899,106074,223,Sq KM,223423151.082397,91840.6660709016,2ae19629-14a1-13a3-e055-000000000001,1855,1922,1867,1997,2002,2107,2141,2302,2320,2298,2527,2382,2459,2373,2359,2147,2104,2078,2022,2041,9431,8746,9539,11523,12696,10626,9057,7511,6769,5928,5326,3516,1949,1326,147246,1689,1751,1867,1859,1868,1946,2057,2092,2183,2224,2270,2350,2396,2304,2222,2126,1978,2034,1949,1911,9109,9002,10742,12797,13429,11007,9167,8166,7545,7054,6038,4130,2475,2092,153829,3544,3673,3734,3856,3870,4053,4198,4394,4503,4522,4797,4732,4855,4677,4581,4273,4082,4112,3971,3952,18540,17748,20281,24320,26125,21633,18224,15677,14314,12982,11364,7646,4424,3418,301075,24
2ae19629-1499-13a3-e055-000000000001,TY,TY,ADMINISTRATIVE_COUNTIES_2019,2ae19629-1499-13a3-e055-000000000001,TIPPERARY COUNTY COUNCIL,TY,TIPPERARY,Tiobraid Árann,Munster,IE051,Mid-West,IE05,Southern,IE0,Ireland,84256,83639,167895,62342,829,1093,6344,70608,4303,Sq KM,4303406552.89331,511140.952989133,2ae19629-1499-13a3-e055-000000000001,1017,936,957,1029,1074,1083,1123,1148,1158,1127,1290,1268,1346,1256,1263,1250,1160,1240,1089,930,4526,4019,4384,5272,6134,6098,5713,5601,4989,4606,3798,2840,1647,1268,83639,915,872,879,1019,998,987,1079,1088,1156,1140,1185,1163,1225,1246,1259,1178,1152,1216,1046,846,4239,3876,4741,5944,6417,6088,5673,5456,4976,4368,3838,3022,1970,1999,84256,1932,1808,1836,2048,2072,2070,2202,2236,2314,2267,2475,2431,2571,2502,2522,2428,2312,2456,2135,1776,8765,7895,9125,11216,12551,12186,11386,11057,9965,8974,7636,5862,3617,3267,167895,25
2ae19629-1434-13a3-e055-000000000001,CC,CC,ADMINISTRATIVE_COUNTIES_2019,2ae19629-1434-13a3-e055-000000000001,CORK CITY COUNCIL,CC,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,114268,109736,224004,83877,1977,192,5061,91107,187,Sq KM,186595047.903015,78846.5641282188,2ae19629-1434-13a3-e055-000000000001,1159,1148,1144,1188,1142,1176,1268,1369,1270,1346,1295,1393,1356,1292,1271,1323,1219,1225,1360,1674,8569,8667,8466,8596,8397,7376,6704,6448,5714,4726,4019,3085,1971,1380,109736,1124,1136,1162,1106,1101,1186,1228,1195,1246,1271,1285,1302,1334,1302,1270,1228,1202,1222,1288,1731,9084,8624,8864,9007,8618,7359,6813,6694,6195,4988,4385,3613,2632,2473,114268,2283,2284,2306,2294,2243,2362,2496,2564,2516,2617,2580,2695,2690,2594,2541,2551,2421,2447,2648,3405,17653,17291,17330,17603,17015,14735,13517,13142,11909,9714,8404,6698,4603,3853,224004,26
2ae19629-1496-13a3-e055-000000000001,OY,OY,ADMINISTRATIVE_COUNTIES_2019,2ae19629-1496-13a3-e055-000000000001,OFFALY COUNTY COUNCIL,OY,OFFALY,Uíbh Fhailí,Leinster,IE063,Midlands,IE06,Eastern and Midland,IE0,Ireland,41522,41628,83150,28773,374,213,2491,31851,2000,Sq KM,2000037638.00461,383278.201694683,2ae19629-1496-13a3-e055-000000000001,481,491,489,531,519,569,557,620,638,610,643,659,681,694,687,655,600,638,637,545,2362,2065,2284,2775,3133,3090,2811,2594,2328,2035,1703,1230,702,572,41628,454,446,456,478,488,530,522,618,578,600,650,608,619,662,589,597,566,524,584,473,2207,2072,2473,2986,3391,2982,2770,2544,2339,1978,1736,1315,850,837,41522,935,937,945,1009,1007,1099,1079,1238,1216,1210,1293,1267,1300,1356,1276,1252,1166,1162,1221,1018,4569,4137,4757,5761,6524,6072,5581,5138,4667,4013,3439,2545,1552,1409,83150,27
2ae19629-1491-13a3-e055-000000000001,LH,LH,ADMINISTRATIVE_COUNTIES_2019,2ae19629-1491-13a3-e055-000000000001,LOUTH COUNTY COUNCIL,LH,LOUTH,Lú,Leinster,IE062,Mid-East,IE06,Eastern and Midland,IE0,Ireland,70796,68907,139703,49533,946,781,3582,54842,827,Sq KM,826770247.405365,245459.832110281,2ae19629-1491-13a3-e055-000000000001,852,809,901,816,918,897,987,1014,1048,1063,1096,1120,1098,1190,1089,1110,1052,1032,999,894,4335,3570,4051,4657,5325,5044,4918,4184,3542,3042,2486,1880,1168,720,68907,848,722,793,787,814,896,935,936,1011,1061,1029,1066,1113,1113,1072,1030,1019,1009,953,876,4059,3649,4417,5341,5801,5281,4876,4149,3538,3036,2669,2194,1382,1321,70796,1700,1531,1694,1603,1732,1793,1922,1950,2059,2124,2125,2186,2211,2303,2161,2140,2071,2041,1952,1770,8394,7219,8468,9998,11126,10325,9794,8333,7080,6078,5155,4074,2550,2041,139703,28
2ae19629-14a8-13a3-e055-000000000001,KK,KK,ADMINISTRATIVE_COUNTIES_2019,2ae19629-14a8-13a3-e055-000000000001,KILKENNY COUNTY COUNCIL,KK,KILKENNY,Cill Chainnigh,Leinster,IE052,South-East,IE05,Southern,IE0,Ireland,52277,51883,104160,36821,488,547,3140,40996,2071,Sq KM,2071112621.8667,281185.480016611,2ae19629-14a8-13a3-e055-000000000001,570,576,620,606,616,693,763,711,781,756,847,800,825,843,855,828,783,726,715,562,2738,2491,2847,3355,3987,3927,3521,3307,3005,2661,2250,1640,984,694,51883,553,545,559,597,618,644,669,756,702,773,771,809,775,769,692,760,673,739,699,563,2419,2554,2942,3801,4093,3959,3572,3376,3068,2577,2159,1758,1126,1207,52277,1123,1121,1179,1203,1234,1337,1432,1467,1483,1529,1618,1609,1600,1612,1547,1588,1456,1465,1414,1125,5157,5045,5789,7156,8080,7886,7093,6683,6073,5238,4409,3398,2110,1901,104160,29
2ae19629-1433-13a3-e055-000000000001,DC,DC,ADMINISTRATIVE_COUNTIES_2019,2ae19629-1433-13a3-e055-000000000001,DUBLIN CITY COUNCIL,DC,DUBLIN,Baile Átha Cliath,Leinster,IE061,Dublin,IE06,Eastern and Midland,IE0,Ireland,300917,291796,592713,226912,4906,790,18024,250632,118,Sq KM,117643090.082672,95907.4223081838,2ae19629-1433-13a3-e055-000000000001,3188,2937,3035,2875,2869,2793,2934,3021,3095,3040,3147,3053,3236,3064,2806,2713,2750,2906,3143,3669,22028,29364,29767,26139,23246,19117,17493,15562,13653,11066,9055,6891,4460,3681,291796,3025,2762,2795,2705,2755,2782,2879,2891,2991,2930,3027,3003,3048,2975,2942,2729,2658,2734,3291,3676,23879,29694,29466,25556,22909,18791,17622,16015,14172,11817,10228,8276,6493,7401,300917,6213,5699,5830,5580,5624,5575,5813,5912,6086,5970,6174,6056,6284,6039,5748,5442,5408,5640,6434,7345,45907,59058,59233,51695,46155,37908,35115,31577,27825,22883,19283,15167,10953,11082,592713,30
2ae19629-14a3-13a3-e055-000000000001,CK,CK,ADMINISTRATIVE_COUNTIES_2019,2ae19629-14a3-13a3-e055-000000000001,CORK COUNTY COUNCIL,CK,CORK,Corcaigh,Munster,IE053,South-West,IE05,Southern,IE0,Ireland,181043,179109,360152,128411,2178,7252,11994,149835,7314,Sq KM,7313802023.91202,1733973.91052496,2ae19629-14a3-13a3-e055-000000000001,2135,2070,2184,2260,2358,2406,2638,2737,2785,2802,2821,2979,3072,2936,2855,2795,2609,2674,2443,2259,9196,7745,9136,11826,14214,13961,12724,11553,9987,8758,7452,5389,3035,2315,179109,2055,2045,2106,2177,2262,2347,2434,2605,2625,2699,2831,2873,2829,2897,2779,2629,2562,2431,2343,1971,8365,7774,10132,13355,15271,14069,12517,11164,9656,8678,7425,5765,3658,3714,181043,4190,4115,4290,4437,4620,4753,5072,5342,5410,5501,5652,5852,5901,5833,5634,5424,5171,5105,4786,4230,17561,15519,19268,25181,29485,28030,25241,22717,19643,17436,14877,11154,6693,6029,360152,31
